id,size_id,date,price,cost
S9650686656,330285696,2024-05-12 05:40:01+00:00,2181.0,707.0
S10030304984,330285699,2024-06-10 05:42:28+00:00,2265.0,707.0
S10038383495,330285699,2024-06-10 13:05:30+00:00,2265.0,707.0
S9931841184,330285697,2024-06-02 14:54:07+00:00,2265.0,707.0
S10040222315,330285697,2024-06-10 14:23:38+00:00,2265.0,707.0
S10059174264,330285697,2024-06-12 01:08:07+00:00,2265.0,707.0
S10070312621,330285699,2024-06-12 15:09:10+00:00,1887.0,707.0
S10083431737,330285703,2024-06-13 15:18:10+00:00,1887.0,707.0
S10083920457,330285697,2024-06-13 15:38:15+00:00,2265.0,707.0
S10087217308,330285700,2024-06-14 05:56:21+00:00,1887.0,707.0
S10105864122,330285701,2024-06-15 09:44:45+00:00,1887.0,707.0
S10110393194,330285699,2024-06-15 14:00:29+00:00,1887.0,707.0
S10126673621,330285697,2024-06-16 18:37:09+00:00,1887.0,707.0
S10134255318,330285697,2024-06-17 12:26:43+00:00,1887.0,707.0
S10144813879,330285700,2024-06-18 09:42:26+00:00,1887.0,707.0
S10145653341,330285697,2024-06-18 10:29:04+00:00,1887.0,707.0
S9827966098,330285698,2024-05-25 11:06:33+00:00,2265.0,707.0
S9663085464,330285700,2024-05-13 05:30:48+00:00,2181.0,707.0
S9668461612,330285702,2024-05-13 11:41:35+00:00,2181.0,707.0
S9670218428,330285698,2024-05-13 13:09:27+00:00,2181.0,707.0
S9679050590,330285699,2024-05-14 09:24:43+00:00,2139.37,707.0
S9514330234,330285696,2024-05-01 06:43:33+00:00,2035.0,707.0
S9523413336,330285699,2024-05-01 15:10:02+00:00,2097.0,707.0
S9587488491,330285700,2024-05-06 15:28:32+00:00,2097.0,707.0
S9587995276,330285697,2024-05-06 15:52:45+00:00,2077.0,707.0
S9645266981,330285699,2024-05-11 12:16:27+00:00,2181.0,707.0
S10064691851,330285701,2024-06-12 10:34:12+00:00,2265.0,707.0
S9810368274,330285697,2024-05-24 07:34:17+00:00,2223.0,707.0
S9817883742,330285703,2024-05-24 14:12:19+00:00,2223.0,707.0
S10071520119,330285698,2024-06-12 16:56:45+00:00,1887.0,707.0
S10074823317,330285697,2024-06-13 08:03:12+00:00,1887.0,707.0
S9809419462,330285696,2024-05-24 06:08:40+00:00,2181.0,707.0
S9763917882,330285696,2024-05-20 14:34:52+00:00,2223.0,707.0
S9733089157,330285700,2024-05-18 10:01:38+00:00,2181.0,707.0
S9548739672,330285698,2024-05-03 13:41:28+00:00,2055.0,707.0
S9636669003,330285696,2024-05-10 15:32:42+00:00,2181.0,707.0
S9637378200,330285696,2024-05-10 16:19:45+00:00,2181.0,707.0
S9689532325,330285698,2024-05-15 07:06:52+00:00,2223.0,707.0
S9602379198,330285697,2024-05-08 03:27:11+00:00,2055.0,707.0
S9610100833,330285699,2024-05-08 12:57:26+00:00,2139.0,707.0
S9652393264,330285700,2024-05-12 08:16:06+00:00,2181.0,707.0
S9645204950,330285702,2024-05-11 12:13:16+00:00,2139.0,707.0
S9648785597,330285696,2024-05-11 16:03:30+00:00,2139.0,707.0
S9649436254,330285697,2024-05-11 16:58:20+00:00,2181.0,707.0
S9828584490,330285696,2024-05-25 11:43:26+00:00,2265.0,707.0
S9632759647,330285703,2024-05-10 11:46:51+00:00,2139.0,707.0
S10064638068,330285698,2024-06-12 10:32:21+00:00,1887.0,707.0
S10072072123,330285701,2024-06-12 17:36:34+00:00,1887.0,707.0
S10075120626,330285698,2024-06-13 08:19:52+00:00,1887.0,707.0
S9909782422,330285698,2024-05-31 16:01:59+00:00,2265.0,707.0
S9725113682,330285696,2024-05-17 14:52:06+00:00,2223.0,707.0
S9738559184,330285696,2024-05-18 15:22:19+00:00,2223.0,707.0
S9686940111,330285701,2024-05-14 16:27:56+00:00,2181.0,707.0
S9681428746,330285699,2024-05-14 11:46:05+00:00,2181.0,707.0
S9800789923,330285697,2024-05-23 11:36:04+00:00,2223.0,707.0
S9800822528,330285698,2024-05-23 11:39:10+00:00,2265.0,707.0
S9863395008,330285698,2024-05-28 09:43:23+00:00,2265.0,707.0
S9958267783,330285699,2024-06-04 14:18:12+00:00,2265.0,707.0
S9657933351,330285697,2024-05-12 13:06:57+00:00,2181.0,707.0
S9897212589,330285697,2024-05-30 16:48:01+00:00,2265.0,707.0
S9900365681,330285698,2024-05-31 07:43:18+00:00,2265.0,707.0
S9900487756,330285696,2024-05-31 07:51:07+00:00,2265.0,707.0
S9622671467,330285700,2024-05-09 12:46:36+00:00,2139.0,707.0
S9742108880,330285696,2024-05-19 07:15:56+00:00,2097.9,707.0
S9583710037,330285697,2024-05-06 12:31:02+00:00,2035.0,707.0
S9815769874,330285699,2024-05-24 12:30:56+00:00,2265.0,707.0
S10078635361,330285703,2024-06-13 11:28:08+00:00,1887.0,707.0
S9828344946,330285698,2024-05-25 11:28:55+00:00,2265.0,707.0
S9741958614,330285699,2024-05-19 07:05:58+00:00,2223.0,707.0
S10000800708,330285697,2024-06-07 14:59:07+00:00,2265.0,707.0
S9670486701,330285698,2024-05-13 13:21:01+00:00,2181.0,707.0
S10070294877,330285698,2024-06-12 15:39:50+00:00,2265.0,707.0
S10096430572,330285697,2024-06-14 14:11:18+00:00,1887.0,707.0
S9733907179,330285703,2024-05-18 10:43:30+00:00,2181.27,707.0
S9972067829,330285699,2024-06-05 14:31:21+00:00,2265.0,707.0
S9989785967,330285699,2024-06-06 17:46:36+00:00,2265.0,707.0
S9743103842,330285699,2024-05-19 08:14:31+00:00,2181.27,707.0
S9645601778,330285697,2024-05-11 12:36:19+00:00,2181.0,707.0
S9658471918,330285703,2024-05-12 13:35:37+00:00,2181.0,707.0
S9649878913,330285698,2024-05-11 17:41:16+00:00,2181.0,707.0
S9757266143,330285703,2024-05-20 09:15:27+00:00,2223.0,707.0
S9932385563,330285699,2024-06-02 15:28:03+00:00,2265.0,707.0
S9581486133,330285703,2024-05-06 10:29:15+00:00,2139.0,707.0
S9613134079,330285702,2024-05-08 15:10:20+00:00,2139.0,707.0
S9918298255,330285699,2024-06-01 12:25:32+00:00,2265.0,707.0
S10061221394,330285701,2024-06-12 07:41:53+00:00,2265.0,707.0
S9751694623,330285697,2024-05-19 15:54:30+00:00,2223.0,707.0
S9659966759,330285696,2024-05-12 15:01:40+00:00,2139.0,707.0
S9739632123,330285696,2024-05-18 16:38:09+00:00,2139.0,707.0
S9731585304,330285697,2024-05-18 08:43:10+00:00,2223.0,707.0
S10111609460,330285699,2024-06-15 15:17:49+00:00,1887.0,707.0
S10134790247,330285697,2024-06-17 12:54:15+00:00,1887.0,707.0
S9943121570,330285696,2024-06-03 12:57:09+00:00,2265.0,707.0
S9968031197,330285697,2024-06-05 11:02:34+00:00,2265.0,707.0
S9989800797,330285697,2024-06-06 17:46:43+00:00,2265.0,707.0
S9666247278,330285700,2024-05-13 09:43:04+00:00,2181.0,707.0
S9821175307,330285697,2024-05-24 16:55:37+00:00,2265.0,707.0
S9920760535,330285700,2024-06-01 15:19:18+00:00,2329.36,707.0
S9840351157,330285697,2024-05-26 12:02:17+00:00,2265.0,707.0
S9774830043,330285700,2024-05-21 12:17:29+00:00,2223.0,707.0
S10104307975,330285703,2024-06-15 08:26:45+00:00,1887.0,707.0
S9651085777,330285702,2024-05-12 06:46:01+00:00,2139.0,707.0
S9696673437,330285703,2024-05-15 13:54:14+00:00,2181.0,707.0
S9731415339,330285702,2024-05-18 08:35:04+00:00,2182.04,707.0
S9710595957,330285697,2024-05-16 14:15:51+00:00,2181.0,707.0
S10024832568,330285702,2024-06-09 13:13:17+00:00,2310.6,707.0
S10022635293,330285697,2024-06-09 11:14:11+00:00,2265.0,707.0
S9652161221,330285702,2024-05-12 08:03:19+00:00,2181.0,707.0
S9831230271,330285702,2024-05-25 14:38:12+00:00,2223.0,707.0
S9861228338,330285703,2024-05-28 07:24:20+00:00,2265.0,707.0
S9693563833,330285697,2024-05-15 11:14:32+00:00,2139.0,707.0
S9767934377,330285699,2024-05-20 17:48:09+00:00,2223.0,707.0
S9819995069,330285698,2024-05-24 15:49:38+00:00,2223.0,707.0
S9677396408,330285702,2024-05-14 07:29:57+00:00,2181.0,707.0
S9683559286,330285697,2024-05-14 13:41:11+00:00,2181.0,707.0
S9685673126,330285699,2024-05-14 15:22:55+00:00,2139.0,707.0
S9703190248,330285700,2024-05-16 07:23:49+00:00,2181.0,707.0
S9703396574,330285696,2024-05-16 07:38:03+00:00,2223.0,707.0
S9753103485,330285698,2024-05-19 17:29:28+00:00,2181.0,707.0
S9919075372,330285699,2024-06-01 13:18:13+00:00,2265.0,707.0
S9831310492,330285696,2024-05-25 14:44:29+00:00,2265.0,707.0
S9867699088,330285703,2024-05-28 13:53:18+00:00,2265.0,707.0
S9745067885,330285697,2024-05-19 09:54:53+00:00,2223.0,707.0
S9750676463,330285696,2024-05-19 14:56:01+00:00,2223.0,707.0
S9679212812,330285700,2024-05-14 09:34:19+00:00,2181.0,707.0
S9687793522,330285696,2024-05-14 17:24:03+00:00,2181.0,707.0
S9825187580,330285698,2024-05-25 08:34:11+00:00,2265.0,707.0
S10091763843,330285700,2024-06-14 10:34:08+00:00,2265.0,707.0
S10116949622,330285697,2024-06-16 08:42:29+00:00,1887.0,707.0
S10118948833,330285699,2024-06-16 10:25:40+00:00,1887.0,707.0
S10119576703,330285696,2024-06-16 10:58:16+00:00,1887.0,707.0
S9983387344,330285698,2024-06-06 12:35:53+00:00,2265.0,707.0
S9820879504,330285698,2024-05-24 16:36:51+00:00,2265.0,707.0
S9836600171,330285699,2024-05-26 08:41:11+00:00,2223.0,707.0
S9894027615,330285700,2024-05-30 14:18:22+00:00,2265.0,707.0
S9762262213,330285699,2024-05-20 13:22:56+00:00,2223.0,707.0
S10085351423,330285699,2024-06-13 16:54:25+00:00,2265.0,707.0
S9849257540,330285698,2024-05-27 09:03:24+00:00,2265.0,707.0
S9835033454,330285696,2024-05-26 07:09:09+00:00,2265.0,707.0
S10099747484,330285697,2024-06-14 16:36:28+00:00,1887.0,707.0
S10123040694,330285702,2024-06-16 14:12:54+00:00,1887.0,707.0
S10128338609,330285701,2024-06-17 07:17:25+00:00,1887.0,707.0
S10138396346,330285698,2024-06-17 15:39:17+00:00,1887.0,707.0
S10138539493,330285697,2024-06-17 15:45:32+00:00,1887.0,707.0
S9980567985,330285701,2024-06-06 09:59:11+00:00,2265.0,707.0
S10072158591,330285696,2024-06-12 17:42:00+00:00,2297.91,707.0
S9775140684,330285699,2024-05-21 12:34:25+00:00,2223.0,707.0
S9925231466,330285699,2024-06-02 08:25:27+00:00,2265.0,707.0
S9792572589,330285701,2024-05-22 15:49:23+00:00,2248.03,707.0
S9779917064,330285700,2024-05-21 16:21:05+00:00,2223.0,707.0
S10090368707,330285697,2024-06-14 09:24:50+00:00,2265.0,707.0
S10012511971,330285698,2024-06-08 13:17:37+00:00,2265.0,707.0
S10046076279,330285699,2024-06-11 06:24:26+00:00,2265.0,707.0
S10057583234,330285702,2024-06-11 16:29:37+00:00,2265.0,707.0
S10086433600,330285702,2024-06-14 00:22:55+00:00,2265.0,707.0
S9985018556,330285698,2024-06-06 13:59:00+00:00,2265.0,707.0
S9923240960,330285699,2024-06-02 05:29:00+00:00,2329.36,707.0
S9924786774,330285698,2024-06-02 08:00:01+00:00,2265.0,707.0
S10064410882,330285703,2024-06-12 10:20:06+00:00,2265.0,707.0
S9859010824,330285697,2024-05-27 17:16:49+00:00,2265.0,707.0
S10118746889,330285703,2024-06-16 10:15:20+00:00,2265.0,707.0
S9924498415,330285699,2024-06-02 07:43:28+00:00,2265.0,707.0
S10119677195,330285701,2024-06-16 11:04:23+00:00,1887.0,707.0
S10127420791,330285698,2024-06-17 05:38:33+00:00,1887.0,707.0
S9987281399,330285701,2024-06-06 15:38:44+00:00,2265.0,707.0
S9901120787,330285696,2024-05-31 08:29:24+00:00,2265.0,707.0
S9812044830,330285699,2024-05-24 09:12:55+00:00,2265.0,707.0
S9817293243,330285700,2024-05-24 14:18:27+00:00,2265.0,707.0
S9864358832,330285699,2024-05-28 10:39:21+00:00,2265.0,707.0
S9873246433,330285701,2024-05-29 06:10:59+00:00,2265.0,707.0
S9867906306,330285700,2024-05-28 14:04:21+00:00,2265.0,707.0
S10105128169,330285696,2024-06-15 09:07:04+00:00,1887.0,707.0
S9847526660,330285699,2024-05-27 07:20:45+00:00,2265.0,707.0
S10095071884,330285696,2024-06-14 13:12:39+00:00,2265.0,707.0
S9923692315,330285697,2024-06-02 06:42:50+00:00,2265.0,707.0
S10024223217,330285698,2024-06-09 12:40:12+00:00,2265.0,707.0
S9967481055,330285698,2024-06-05 10:31:13+00:00,2265.0,707.0
S10095530287,330285698,2024-06-14 13:33:05+00:00,1887.0,707.0
S10096827835,330285699,2024-06-14 14:27:54+00:00,1887.0,707.0
S10096860093,330285703,2024-06-14 14:29:09+00:00,1887.0,707.0
S10057196357,330285699,2024-06-11 16:08:19+00:00,2265.0,707.0
S10097274451,330285700,2024-06-14 14:45:32+00:00,2265.0,707.0
S10110454546,330285701,2024-06-15 14:03:57+00:00,1887.0,707.0
S10137333852,330285698,2024-06-17 14:51:32+00:00,1887.0,707.0
S9969241044,330285698,2024-06-05 12:10:22+00:00,2265.0,707.0
S9921633444,330285699,2024-06-01 16:27:39+00:00,2265.0,707.0
S9900156427,330285698,2024-05-31 07:30:12+00:00,2265.0,707.0
S9934151902,330285701,2024-06-02 17:31:11+00:00,2265.0,707.0
S10083099971,330285702,2024-06-13 15:04:26+00:00,1887.0,707.0
S10102693230,330285697,2024-06-15 07:01:19+00:00,1887.0,707.0
S10109627236,330285701,2024-06-15 13:13:05+00:00,1913.04,707.0
S10111017275,330285697,2024-06-15 14:45:04+00:00,1887.0,707.0
S10141201332,330285699,2024-06-18 04:13:27+00:00,1887.0,707.0
S10141816167,330285699,2024-06-18 06:23:46+00:00,1887.0,707.0
S10142757563,330285700,2024-06-18 07:41:17+00:00,1887.0,707.0
S10101759479,330285697,2024-06-15 04:49:00+00:00,1887.0,707.0
S10137776577,330285699,2024-06-17 15:11:45+00:00,1887.0,707.0
S9979762964,330285703,2024-06-06 09:14:37+00:00,2265.0,707.0
S10126177147,330285699,2024-06-16 17:24:57+00:00,1887.0,707.0
S9381553612,330285697,2024-04-20 14:36:14+00:00,1994.0,707.0
S9355629151,330285702,2024-04-18 15:15:38+00:00,1994.0,707.0
S9238945172,330285696,2024-04-09 15:18:19+00:00,1994.0,707.0
S9405118798,330285696,2024-04-22 13:16:25+00:00,1994.0,707.0
S9282973738,330285696,2024-04-13 09:07:26+00:00,1994.0,707.0
S9283019094,330285697,2024-04-13 09:09:34+00:00,1994.0,707.0
S9412428711,330285702,2024-04-23 07:42:50+00:00,1994.0,707.0
S9287122250,330285697,2024-04-13 12:53:19+00:00,1994.0,707.0
S9339667109,330285702,2024-04-17 13:15:09+00:00,1994.0,707.0
S9211203260,330285697,2024-04-07 13:04:33+00:00,1994.0,707.0
S9212732907,330285698,2024-04-07 14:29:33+00:00,1994.0,707.0
S9241261519,330285701,2024-04-09 17:37:14+00:00,1994.0,707.0
S9658336607,330285698,2024-05-12 13:28:55+00:00,2139.0,707.0
S9467735265,330285698,2024-04-27 10:17:42+00:00,2035.0,707.0
S9731511878,330285698,2024-05-18 08:40:40+00:00,2223.0,707.0
S9723572991,330285699,2024-05-17 13:43:34+00:00,2223.06,707.0
S9410255963,330285700,2024-04-22 17:24:30+00:00,2035.0,707.0
S9406965490,330285701,2024-04-22 14:38:17+00:00,2035.0,707.0
S9339400370,330285698,2024-04-17 13:01:13+00:00,1994.0,707.0
S9466640917,330285702,2024-04-27 09:21:25+00:00,1994.0,707.0
S9622552494,330285699,2024-05-09 12:38:36+00:00,2139.0,707.0
S9506653749,330285699,2024-04-30 11:06:34+00:00,2097.0,707.0
S9377821315,330285698,2024-04-20 10:59:30+00:00,2035.0,707.0
S9353040394,330285700,2024-04-18 13:17:13+00:00,1994.0,707.0
S9214022947,330285700,2024-04-07 15:47:10+00:00,1994.0,707.0
S9308425284,330285699,2024-04-15 09:54:13+00:00,1994.0,707.0
S9698318419,330285698,2024-05-15 15:05:27+00:00,2097.0,707.0
S9698974105,330285698,2024-05-15 15:33:28+00:00,2181.0,707.0
S9508565039,330285701,2024-04-30 12:53:56+00:00,2097.0,707.0
S9553984474,330285696,2024-05-04 00:33:37+00:00,2055.0,707.0
S9362083944,330285698,2024-04-19 09:28:43+00:00,1994.0,707.0
S9487775360,330285703,2024-04-28 16:49:29+00:00,2035.0,707.0
S9077047235,330285699,2024-03-27 17:43:14+00:00,2373.0,707.0
S9210732116,330285697,2024-04-07 12:39:40+00:00,1994.0,707.0
S9215553947,330285699,2024-04-07 17:49:31+00:00,1994.0,707.0
S9215568292,330285698,2024-04-07 17:50:44+00:00,1994.0,707.0
S9925231467,330285700,2024-06-02 08:25:27+00:00,2265.0,707.0
S9322634403,330285697,2024-04-16 10:12:09+00:00,1994.0,707.0
S9324379373,330285697,2024-04-16 11:44:56+00:00,1994.0,707.0
S9330907017,330285703,2024-04-16 16:47:35+00:00,1994.0,707.0
S9334422928,330285701,2024-04-17 08:25:12+00:00,1994.0,707.0
S9336451978,330285703,2024-04-17 10:24:26+00:00,1994.0,707.0
S9374713298,330285698,2024-04-20 08:23:37+00:00,1994.0,707.0
S9374218824,330285698,2024-04-20 07:58:15+00:00,1994.0,707.0
S9031182142,330285703,2024-03-24 08:53:08+00:00,2373.0,707.0
S9032454673,330285703,2024-03-24 09:56:51+00:00,2373.0,707.0
S9040720371,330285696,2024-03-25 05:42:11+00:00,2373.0,707.0
S9736588914,330285699,2024-05-18 13:18:39+00:00,2181.0,707.0
S9738624650,330285697,2024-05-18 15:26:52+00:00,2223.0,707.0
S9748897374,330285699,2024-05-19 13:16:41+00:00,2223.0,707.0
S9758227543,330285699,2024-05-20 10:04:09+00:00,2223.0,707.0
S9807039291,330285697,2024-05-23 16:37:47+00:00,2223.0,707.0
S9084786975,330285701,2024-03-28 13:39:07+00:00,2373.0,707.0
S10086373348,330285703,2024-06-13 18:36:14+00:00,1887.0,707.0
S10143074047,330285703,2024-06-18 08:01:50+00:00,1887.0,707.0
S10143622930,330285699,2024-06-18 08:34:10+00:00,1887.0,707.0
S9732105178,330285696,2024-05-18 09:10:07+00:00,2223.0,707.0
S9426400629,330285700,2024-04-24 09:07:28+00:00,1994.0,707.0
S9484521584,330285699,2024-04-28 13:11:59+00:00,2035.0,707.0
S9477067374,330285703,2024-04-28 05:32:05+00:00,2035.0,707.0
S9417622725,330285699,2024-04-23 12:53:06+00:00,2035.0,707.0
S9418292126,330285701,2024-04-23 13:27:10+00:00,2035.0,707.0
S9747956925,330285698,2024-05-19 12:25:07+00:00,2223.0,707.0
S9527270048,330285696,2024-05-02 07:16:44+00:00,2097.0,707.0
S9252556706,330285699,2024-04-10 16:18:50+00:00,1994.0,707.0
S9252993924,330285700,2024-04-10 16:42:29+00:00,2373.0,707.0
S9686444017,330285698,2024-05-14 16:01:09+00:00,2181.0,707.0
S10139641465,330285698,2024-06-17 16:44:29+00:00,1887.0,707.0
