id,size_id,date,quantity,warehouse_id
511310,336982755,2024-04-17 00:00:00+00:00,0,2
601869,336982755,2024-04-18 00:00:00+00:00,0,45
601960,336982755,2024-04-18 00:00:00+00:00,1,3
602006,336982755,2024-04-18 00:00:00+00:00,0,25
602063,336982755,2024-04-18 00:00:00+00:00,0,2
602099,336982755,2024-04-18 00:00:00+00:00,1,4
602113,336982755,2024-04-18 00:00:00+00:00,0,1
602135,336982755,2024-04-18 00:00:00+00:00,8,5
682995,336982755,2024-04-19 00:00:00+00:00,0,45
683083,336982755,2024-04-19 00:00:00+00:00,1,3
683121,336982755,2024-04-19 00:00:00+00:00,0,25
683170,336982755,2024-04-19 00:00:00+00:00,0,2
683199,336982755,2024-04-19 00:00:00+00:00,1,4
683211,336982755,2024-04-19 00:00:00+00:00,0,1
683230,336982755,2024-04-19 00:00:00+00:00,8,5
699247,336982755,2024-04-20 00:00:00+00:00,0,45
699315,336982755,2024-04-20 00:00:00+00:00,1,3
699339,336982755,2024-04-20 00:00:00+00:00,0,25
699362,336982755,2024-04-20 00:00:00+00:00,0,2
699373,336982755,2024-04-20 00:00:00+00:00,0,1
699451,336982755,2024-04-20 00:00:00+00:00,7,5
699549,336982755,2024-04-20 00:00:00+00:00,0,41
699582,336982755,2024-04-20 00:00:00+00:00,2,4
711731,336982755,2024-04-21 00:00:00+00:00,1,3
711747,336982755,2024-04-21 00:00:00+00:00,0,25
711765,336982755,2024-04-21 00:00:00+00:00,0,2
711775,336982755,2024-04-21 00:00:00+00:00,0,1
711906,336982755,2024-04-21 00:00:00+00:00,1,4
711907,336982755,2024-04-21 00:00:00+00:00,0,21
711915,336982755,2024-04-21 00:00:00+00:00,8,5
711916,336982755,2024-04-21 00:00:00+00:00,0,41
731392,336982755,2024-04-22 00:00:00+00:00,1,3
731404,336982755,2024-04-22 00:00:00+00:00,0,25
731418,336982755,2024-04-22 00:00:00+00:00,0,2
731511,336982755,2024-04-22 00:00:00+00:00,0,21
731515,336982755,2024-04-22 00:00:00+00:00,8,5
731516,336982755,2024-04-22 00:00:00+00:00,0,41
731631,336982755,2024-04-22 00:00:00+00:00,0,1
731659,336982755,2024-04-22 00:00:00+00:00,0,4
784647,336982755,2024-04-23 00:00:00+00:00,0,21
784650,336982755,2024-04-23 00:00:00+00:00,0,41
784718,336982755,2024-04-23 00:00:00+00:00,0,1
784884,336982755,2024-04-23 00:00:00+00:00,7,5
784955,336982755,2024-04-23 00:00:00+00:00,0,4
784956,336982755,2024-04-23 00:00:00+00:00,0,3
836734,336982755,2024-04-24 00:00:00+00:00,0,1
836810,336982755,2024-04-24 00:00:00+00:00,0,3
836902,336982755,2024-04-24 00:00:00+00:00,0,25
837006,336982755,2024-04-24 00:00:00+00:00,0,4
837007,336982755,2024-04-24 00:00:00+00:00,0,21
837010,336982755,2024-04-24 00:00:00+00:00,3,5
939191,336982755,2024-04-25 00:00:00+00:00,0,1
939267,336982755,2024-04-25 00:00:00+00:00,0,3
939359,336982755,2024-04-25 00:00:00+00:00,0,25
939463,336982755,2024-04-25 00:00:00+00:00,0,4
939464,336982755,2024-04-25 00:00:00+00:00,0,21
939467,336982755,2024-04-25 00:00:00+00:00,3,5
1038992,336982755,2024-04-26 00:00:00+00:00,0,3
1039054,336982755,2024-04-26 00:00:00+00:00,0,25
1039109,336982755,2024-04-26 00:00:00+00:00,0,21
1039133,336982755,2024-04-26 00:00:00+00:00,3,5
1039464,336982755,2024-04-26 00:00:00+00:00,0,4
1140582,336982755,2024-04-27 00:00:00+00:00,0,25
1140924,336982755,2024-04-27 00:00:00+00:00,0,21
1140931,336982755,2024-04-27 00:00:00+00:00,2,5
1141053,336982755,2024-04-27 00:00:00+00:00,0,4
1234910,336982755,2024-04-28 00:00:00+00:00,0,25
1235144,336982755,2024-04-28 00:00:00+00:00,0,21
1836708,336982755,2024-05-04 00:00:00+00:00,0,37
1235395,336982755,2024-04-28 00:00:00+00:00,1,7
1235410,336982755,2024-04-28 00:00:00+00:00,0,4
1235411,336982755,2024-04-28 00:00:00+00:00,2,5
1340772,336982755,2024-04-29 00:00:00+00:00,0,21
1340878,336982755,2024-04-29 00:00:00+00:00,1,7
1341034,336982755,2024-04-29 00:00:00+00:00,1,5
1341039,336982755,2024-04-29 00:00:00+00:00,0,4
1435100,336982755,2024-04-30 00:00:00+00:00,0,21
1435173,336982755,2024-04-30 00:00:00+00:00,1,7
1435486,336982755,2024-04-30 00:00:00+00:00,0,23
1435507,336982755,2024-04-30 00:00:00+00:00,0,4
1435581,336982755,2024-04-30 00:00:00+00:00,1,5
1435582,336982755,2024-04-30 00:00:00+00:00,0,37
1538156,336982755,2024-05-01 00:00:00+00:00,1,7
1538358,336982755,2024-05-01 00:00:00+00:00,1,5
1538370,336982755,2024-05-01 00:00:00+00:00,0,37
1538425,336982755,2024-05-01 00:00:00+00:00,0,4
1538426,336982755,2024-05-01 00:00:00+00:00,0,23
1637303,336982755,2024-05-02 00:00:00+00:00,0,37
1637338,336982755,2024-05-02 00:00:00+00:00,0,4
1637339,336982755,2024-05-02 00:00:00+00:00,0,23
1637579,336982755,2024-05-02 00:00:00+00:00,0,7
1637711,336982755,2024-05-02 00:00:00+00:00,0,5
1734752,336982755,2024-05-03 00:00:00+00:00,0,37
1734782,336982755,2024-05-03 00:00:00+00:00,0,23
1735016,336982755,2024-05-03 00:00:00+00:00,0,5
1735035,336982755,2024-05-03 00:00:00+00:00,0,7
1735291,336982755,2024-05-03 00:00:00+00:00,0,4
1735292,336982755,2024-05-03 00:00:00+00:00,0,1
1836732,336982755,2024-05-04 00:00:00+00:00,0,23
1836938,336982755,2024-05-04 00:00:00+00:00,0,7
1837114,336982755,2024-05-04 00:00:00+00:00,0,5
1837229,336982755,2024-05-04 00:00:00+00:00,0,4
1837303,336982755,2024-05-04 00:00:00+00:00,0,1
1935662,336982755,2024-05-05 00:00:00+00:00,0,7
1935784,336982755,2024-05-05 00:00:00+00:00,0,5
1935856,336982755,2024-05-05 00:00:00+00:00,0,1
1936053,336982755,2024-05-05 00:00:00+00:00,0,4
2034413,336982755,2024-05-06 00:00:00+00:00,0,7
2034504,336982755,2024-05-06 00:00:00+00:00,0,5
2034548,336982755,2024-05-06 00:00:00+00:00,0,1
2034776,336982755,2024-05-06 00:00:00+00:00,0,25
2034813,336982755,2024-05-06 00:00:00+00:00,0,4
2135785,336982755,2024-05-07 00:00:00+00:00,0,5
2135819,336982755,2024-05-07 00:00:00+00:00,0,1
2135961,336982755,2024-05-07 00:00:00+00:00,0,25
2136037,336982755,2024-05-07 00:00:00+00:00,1,19
2136124,336982755,2024-05-07 00:00:00+00:00,0,4
2629375,336982755,2024-05-12 00:00:00+00:00,0,25
2629502,336982755,2024-05-12 00:00:00+00:00,0,4
2629503,336982755,2024-05-12 00:00:00+00:00,0,19
2244127,336982755,2024-05-08 00:00:00+00:00,0,1
2244182,336982755,2024-05-08 00:00:00+00:00,0,19
2244281,336982755,2024-05-08 00:00:00+00:00,0,25
2244376,336982755,2024-05-08 00:00:00+00:00,0,4
2336411,336982755,2024-05-09 00:00:00+00:00,0,1
2336441,336982755,2024-05-09 00:00:00+00:00,0,19
2336559,336982755,2024-05-09 00:00:00+00:00,0,25
2336592,336982755,2024-05-09 00:00:00+00:00,0,4
2432267,336982755,2024-05-10 00:00:00+00:00,0,1
2432364,336982755,2024-05-10 00:00:00+00:00,0,25
2432618,336982755,2024-05-10 00:00:00+00:00,0,4
2432619,336982755,2024-05-10 00:00:00+00:00,0,19
2720730,336982755,2024-05-13 00:00:00+00:00,0,4
2720731,336982755,2024-05-13 00:00:00+00:00,0,19
3826257,336982755,2024-05-23 21:00:00+00:00,0,11
3826415,336982755,2024-05-23 21:00:00+00:00,0,1
3826892,336982755,2024-05-23 21:00:00+00:00,24,5
3826926,336982755,2024-05-23 21:00:00+00:00,1,4
2820281,336982755,2024-05-14 00:00:00+00:00,0,4
2921027,336982755,2024-05-15 00:00:00+00:00,0,4
2921028,336982755,2024-05-15 00:00:00+00:00,1,1
3024836,336982755,2024-05-16 00:00:00+00:00,0,1
3024845,336982755,2024-05-16 00:00:00+00:00,0,4
3223124,336982755,2024-05-17 21:00:00+00:00,0,1
3223166,336982755,2024-05-17 21:00:00+00:00,0,4
3317647,336982755,2024-05-18 21:00:00+00:00,0,1
3317673,336982755,2024-05-18 21:00:00+00:00,0,4
3418043,336982755,2024-05-20 00:00:00+00:00,0,1
3418442,336982755,2024-05-20 00:00:00+00:00,0,4
3418514,336982755,2024-05-20 00:00:00+00:00,29,5
3418579,336982755,2024-05-20 00:00:00+00:00,0,11
3525630,336982755,2024-05-20 21:00:00+00:00,0,11
3525688,336982755,2024-05-20 21:00:00+00:00,0,4
3525774,336982755,2024-05-20 21:00:00+00:00,0,1
3525899,336982755,2024-05-20 21:00:00+00:00,27,5
3625869,336982755,2024-05-21 21:00:00+00:00,0,11
3626119,336982755,2024-05-21 21:00:00+00:00,27,5
3626215,336982755,2024-05-21 21:00:00+00:00,0,4
3626216,336982755,2024-05-21 21:00:00+00:00,0,1
3727681,336982755,2024-05-22 21:00:00+00:00,0,11
3727893,336982755,2024-05-22 21:00:00+00:00,0,1
3728107,336982755,2024-05-22 21:00:00+00:00,0,4
3728226,336982755,2024-05-22 21:00:00+00:00,26,5
4649513,336982755,2024-05-31 21:00:00+00:00,17,5
4649675,336982755,2024-05-31 21:00:00+00:00,0,2
3924280,336982755,2024-05-24 21:00:00+00:00,0,1
3924513,336982755,2024-05-24 21:00:00+00:00,0,11
3924798,336982755,2024-05-24 21:00:00+00:00,1,4
3924799,336982755,2024-05-24 21:00:00+00:00,21,5
4649859,336982755,2024-05-31 21:00:00+00:00,6,7
4650001,336982755,2024-05-31 21:00:00+00:00,0,4
4028822,336982755,2024-05-25 21:00:00+00:00,0,11
4029270,336982755,2024-05-25 21:00:00+00:00,0,4
4029333,336982755,2024-05-25 21:00:00+00:00,20,5
4135697,336982755,2024-05-26 21:00:00+00:00,0,11
4136286,336982755,2024-05-26 21:00:00+00:00,1,4
4136324,336982755,2024-05-26 21:00:00+00:00,18,5
4235599,336982755,2024-05-27 21:00:00+00:00,0,11
4236138,336982755,2024-05-27 21:00:00+00:00,17,5
4236214,336982755,2024-05-27 21:00:00+00:00,1,4
4437193,336982755,2024-05-29 21:00:00+00:00,1,2
4437352,336982755,2024-05-29 21:00:00+00:00,5,7
4437492,336982755,2024-05-29 21:00:00+00:00,1,4
4437493,336982755,2024-05-29 21:00:00+00:00,17,5
4541594,336982755,2024-05-30 21:00:00+00:00,17,5
4541775,336982755,2024-05-30 21:00:00+00:00,5,7
4541869,336982755,2024-05-30 21:00:00+00:00,1,4
4541894,336982755,2024-05-30 21:00:00+00:00,0,2
4749507,336982755,2024-06-01 21:00:00+00:00,6,7
4749602,336982755,2024-06-01 21:00:00+00:00,0,2
4749820,336982755,2024-06-01 21:00:00+00:00,0,4
4749821,336982755,2024-06-01 21:00:00+00:00,15,5
5786508,336982755,2024-06-11 21:00:00+00:00,0,50
5786525,336982755,2024-06-11 21:00:00+00:00,0,8
5786611,336982755,2024-06-11 21:00:00+00:00,0,9
5786739,336982755,2024-06-11 21:00:00+00:00,1,7
5786871,336982755,2024-06-11 21:00:00+00:00,0,25
5786903,336982755,2024-06-11 21:00:00+00:00,16,2
5787310,336982755,2024-06-11 21:00:00+00:00,0,4
5787311,336982755,2024-06-11 21:00:00+00:00,2,5
4864797,336982755,2024-06-02 21:00:00+00:00,6,7
4864849,336982755,2024-06-02 21:00:00+00:00,0,2
4865155,336982755,2024-06-02 21:00:00+00:00,13,5
4865156,336982755,2024-06-02 21:00:00+00:00,0,24
4865288,336982755,2024-06-02 21:00:00+00:00,0,4
4958325,336982755,2024-06-03 21:00:00+00:00,6,7
4958370,336982755,2024-06-03 21:00:00+00:00,0,2
4958656,336982755,2024-06-03 21:00:00+00:00,0,24
4958692,336982755,2024-06-03 21:00:00+00:00,0,4
4958835,336982755,2024-06-03 21:00:00+00:00,11,5
5065691,336982755,2024-06-04 21:00:00+00:00,6,7
5065719,336982755,2024-06-04 21:00:00+00:00,0,2
5065915,336982755,2024-06-04 21:00:00+00:00,0,24
5066038,336982755,2024-06-04 21:00:00+00:00,0,4
5066190,336982755,2024-06-04 21:00:00+00:00,9,5
5066455,336982755,2024-06-04 21:00:00+00:00,4,9
5176768,336982755,2024-06-05 21:00:00+00:00,0,24
5177282,336982755,2024-06-05 21:00:00+00:00,1,9
5177283,336982755,2024-06-05 21:00:00+00:00,4,7
5177284,336982755,2024-06-05 21:00:00+00:00,0,8
5177339,336982755,2024-06-05 21:00:00+00:00,1,4
5177340,336982755,2024-06-05 21:00:00+00:00,9,5
5861886,336982755,2024-06-12 21:00:00+00:00,14,2
5861992,336982755,2024-06-12 21:00:00+00:00,0,7
5862034,336982755,2024-06-12 21:00:00+00:00,1,9
5862316,336982755,2024-06-12 21:00:00+00:00,15,5
5862320,336982755,2024-06-12 21:00:00+00:00,0,25
5862345,336982755,2024-06-12 21:00:00+00:00,1,4
5277260,336982755,2024-06-06 21:00:00+00:00,0,24
5277609,336982755,2024-06-06 21:00:00+00:00,4,7
5277664,336982755,2024-06-06 21:00:00+00:00,0,8
5277750,336982755,2024-06-06 21:00:00+00:00,0,9
5277853,336982755,2024-06-06 21:00:00+00:00,0,4
5277854,336982755,2024-06-06 21:00:00+00:00,7,5
5381970,336982755,2024-06-07 21:00:00+00:00,0,9
5382403,336982755,2024-06-07 21:00:00+00:00,3,7
5382479,336982755,2024-06-07 21:00:00+00:00,0,4
5382497,336982755,2024-06-07 21:00:00+00:00,0,8
5382498,336982755,2024-06-07 21:00:00+00:00,5,5
5493941,336982755,2024-06-08 21:00:00+00:00,0,9
5493959,336982755,2024-06-08 21:00:00+00:00,0,50
5494030,336982755,2024-06-08 21:00:00+00:00,0,8
5494051,336982755,2024-06-08 21:00:00+00:00,5,5
5494122,336982755,2024-06-08 21:00:00+00:00,2,7
5494186,336982755,2024-06-08 21:00:00+00:00,18,2
5494286,336982755,2024-06-08 21:00:00+00:00,0,4
5601257,336982755,2024-06-09 21:00:00+00:00,0,50
5601298,336982755,2024-06-09 21:00:00+00:00,0,8
5601434,336982755,2024-06-09 21:00:00+00:00,0,9
5601576,336982755,2024-06-09 21:00:00+00:00,17,2
5601608,336982755,2024-06-09 21:00:00+00:00,1,7
5601728,336982755,2024-06-09 21:00:00+00:00,0,4
5601739,336982755,2024-06-09 21:00:00+00:00,4,5
5707011,336982755,2024-06-10 21:00:00+00:00,0,50
5707036,336982755,2024-06-10 21:00:00+00:00,0,8
5707139,336982755,2024-06-10 21:00:00+00:00,0,9
5707308,336982755,2024-06-10 21:00:00+00:00,1,7
5707505,336982755,2024-06-10 21:00:00+00:00,0,25
5707565,336982755,2024-06-10 21:00:00+00:00,16,2
5707660,336982755,2024-06-10 21:00:00+00:00,0,4
5707661,336982755,2024-06-10 21:00:00+00:00,3,5
5942802,336982755,2024-06-13 21:00:00+00:00,0,7
5942897,336982755,2024-06-13 21:00:00+00:00,15,5
5942975,336982755,2024-06-13 21:00:00+00:00,13,2
5942976,336982755,2024-06-13 21:00:00+00:00,1,1
5942977,336982755,2024-06-13 21:00:00+00:00,0,25
5943149,336982755,2024-06-13 21:00:00+00:00,2,4
5943376,336982755,2024-06-13 21:00:00+00:00,6,9
6020266,336982755,2024-06-14 21:00:00+00:00,15,5
6020307,336982755,2024-06-14 21:00:00+00:00,0,25
6020553,336982755,2024-06-14 21:00:00+00:00,0,27
6020812,336982755,2024-06-14 21:00:00+00:00,2,1
6020938,336982755,2024-06-14 21:00:00+00:00,4,9
6020983,336982755,2024-06-14 21:00:00+00:00,2,4
6020984,336982755,2024-06-14 21:00:00+00:00,13,2
6020985,336982755,2024-06-14 21:00:00+00:00,1,7
6084683,336982755,2024-06-15 21:00:00+00:00,15,5
6084716,336982755,2024-06-15 21:00:00+00:00,0,25
6084849,336982755,2024-06-15 21:00:00+00:00,0,27
6084942,336982755,2024-06-15 21:00:00+00:00,2,1
6084976,336982755,2024-06-15 21:00:00+00:00,13,2
6084977,336982755,2024-06-15 21:00:00+00:00,1,7
6085041,336982755,2024-06-15 21:00:00+00:00,4,9
6085468,336982755,2024-06-15 21:00:00+00:00,2,4
6167641,336982755,2024-06-16 21:00:00+00:00,0,25
6167753,336982755,2024-06-16 21:00:00+00:00,0,27
6167825,336982755,2024-06-16 21:00:00+00:00,2,1
6167846,336982755,2024-06-16 21:00:00+00:00,1,7
6168153,336982755,2024-06-16 21:00:00+00:00,12,2
6168400,336982755,2024-06-16 21:00:00+00:00,2,4
6168401,336982755,2024-06-16 21:00:00+00:00,14,5
6168545,336982755,2024-06-16 21:00:00+00:00,2,9
6239357,336982755,2024-06-17 21:00:00+00:00,0,27
6239410,336982755,2024-06-17 21:00:00+00:00,2,1
6239807,336982755,2024-06-17 21:00:00+00:00,0,7
6239838,336982755,2024-06-17 21:00:00+00:00,14,5
6240098,336982755,2024-06-17 21:00:00+00:00,12,2
6240203,336982755,2024-06-17 21:00:00+00:00,2,4
6240204,336982755,2024-06-17 21:00:00+00:00,2,9
2526151,336982755,2024-05-11 00:00:00+00:00,0,1
2526225,336982755,2024-05-11 00:00:00+00:00,0,25
2526384,336982755,2024-05-11 00:00:00+00:00,0,4
2526385,336982755,2024-05-11 00:00:00+00:00,0,19
3115025,336982755,2024-05-17 00:00:00+00:00,0,1
3115117,336982755,2024-05-17 00:00:00+00:00,0,4
121642,336982754,2024-03-23 00:00:00+00:00,25,5
138359,336982754,2024-03-25 00:00:00+00:00,0,4
138392,336982754,2024-03-25 00:00:00+00:00,23,5
138408,336982754,2024-03-25 00:00:00+00:00,0,25
141550,336982754,2024-03-26 00:00:00+00:00,23,5
141601,336982754,2024-03-26 00:00:00+00:00,0,25
141602,336982754,2024-03-26 00:00:00+00:00,0,4
152221,336982754,2024-03-27 00:00:00+00:00,23,5
152391,336982754,2024-03-27 00:00:00+00:00,0,25
152394,336982754,2024-03-27 00:00:00+00:00,0,4
157834,336982754,2024-03-28 00:00:00+00:00,23,5
157952,336982754,2024-03-28 00:00:00+00:00,0,25
158046,336982754,2024-03-28 00:00:00+00:00,0,4
168770,336982754,2024-03-29 00:00:00+00:00,23,5
168919,336982754,2024-03-29 00:00:00+00:00,0,4
168980,336982754,2024-03-29 00:00:00+00:00,1,1
168981,336982754,2024-03-29 00:00:00+00:00,0,25
190470,336982754,2024-03-30 00:00:00+00:00,0,25
190471,336982754,2024-03-30 00:00:00+00:00,1,1
190542,336982754,2024-03-30 00:00:00+00:00,22,5
190545,336982754,2024-03-30 00:00:00+00:00,0,4
196432,336982754,2024-03-31 00:00:00+00:00,1,1
196433,336982754,2024-03-31 00:00:00+00:00,0,25
196469,336982754,2024-03-31 00:00:00+00:00,0,4
196614,336982754,2024-03-31 00:00:00+00:00,19,5
210108,336982754,2024-04-01 00:00:00+00:00,1,1
210109,336982754,2024-04-01 00:00:00+00:00,0,25
210314,336982754,2024-04-01 00:00:00+00:00,0,4
210352,336982754,2024-04-01 00:00:00+00:00,18,5
235200,336982754,2024-04-02 00:00:00+00:00,0,4
235209,336982754,2024-04-02 00:00:00+00:00,18,5
235252,336982754,2024-04-02 00:00:00+00:00,0,1
242212,336982754,2024-04-03 00:00:00+00:00,0,1
242230,336982754,2024-04-03 00:00:00+00:00,14,5
242276,336982754,2024-04-03 00:00:00+00:00,0,4
287670,336982754,2024-04-04 00:00:00+00:00,0,1
287709,336982754,2024-04-04 00:00:00+00:00,14,5
287772,336982754,2024-04-04 00:00:00+00:00,0,4
287773,336982754,2024-04-04 00:00:00+00:00,0,25
309207,336982754,2024-04-05 00:00:00+00:00,0,1
309256,336982754,2024-04-05 00:00:00+00:00,0,25
309279,336982754,2024-04-05 00:00:00+00:00,14,5
309396,336982754,2024-04-05 00:00:00+00:00,9,4
324823,336982754,2024-04-06 00:00:00+00:00,0,1
325016,336982754,2024-04-06 00:00:00+00:00,15,5
325017,336982754,2024-04-06 00:00:00+00:00,0,25
325041,336982754,2024-04-06 00:00:00+00:00,9,4
341516,336982754,2024-04-07 00:00:00+00:00,15,5
341517,336982754,2024-04-07 00:00:00+00:00,0,25
341596,336982754,2024-04-07 00:00:00+00:00,8,4
363279,336982754,2024-04-08 00:00:00+00:00,0,25
363488,336982754,2024-04-08 00:00:00+00:00,7,4
363525,336982754,2024-04-08 00:00:00+00:00,12,5
378464,336982754,2024-04-09 00:00:00+00:00,0,25
378598,336982754,2024-04-09 00:00:00+00:00,12,5
378684,336982754,2024-04-09 00:00:00+00:00,7,4
398258,336982754,2024-04-10 00:00:00+00:00,7,4
398385,336982754,2024-04-10 00:00:00+00:00,11,5
417287,336982754,2024-04-11 00:00:00+00:00,11,5
417334,336982754,2024-04-11 00:00:00+00:00,6,4
431352,336982754,2024-04-12 00:00:00+00:00,10,5
431376,336982754,2024-04-12 00:00:00+00:00,5,4
457716,336982754,2024-04-13 00:00:00+00:00,10,5
457864,336982754,2024-04-13 00:00:00+00:00,4,4
461365,336982754,2024-04-14 00:00:00+00:00,10,5
461499,336982754,2024-04-14 00:00:00+00:00,5,4
479510,336982754,2024-04-15 00:00:00+00:00,10,5
479685,336982754,2024-04-15 00:00:00+00:00,4,4
496306,336982754,2024-04-16 00:00:00+00:00,10,5
496417,336982754,2024-04-16 00:00:00+00:00,1,2
496570,336982754,2024-04-16 00:00:00+00:00,4,4
510970,336982754,2024-04-17 00:00:00+00:00,10,5
511051,336982754,2024-04-17 00:00:00+00:00,1,2
511159,336982754,2024-04-17 00:00:00+00:00,2,4
601809,336982754,2024-04-18 00:00:00+00:00,1,2
601937,336982754,2024-04-18 00:00:00+00:00,2,4
602080,336982754,2024-04-18 00:00:00+00:00,9,5
682937,336982754,2024-04-19 00:00:00+00:00,1,2
683060,336982754,2024-04-19 00:00:00+00:00,2,4
683184,336982754,2024-04-19 00:00:00+00:00,9,5
699220,336982754,2024-04-20 00:00:00+00:00,1,2
699407,336982754,2024-04-20 00:00:00+00:00,8,5
699422,336982754,2024-04-20 00:00:00+00:00,0,24
699545,336982754,2024-04-20 00:00:00+00:00,1,4
711665,336982754,2024-04-21 00:00:00+00:00,1,2
711804,336982754,2024-04-21 00:00:00+00:00,0,24
711940,336982754,2024-04-21 00:00:00+00:00,1,4
712009,336982754,2024-04-21 00:00:00+00:00,7,5
731364,336982754,2024-04-22 00:00:00+00:00,1,2
731577,336982754,2024-04-22 00:00:00+00:00,7,5
731658,336982754,2024-04-22 00:00:00+00:00,0,24
731708,336982754,2024-04-22 00:00:00+00:00,1,4
784728,336982754,2024-04-23 00:00:00+00:00,0,24
784798,336982754,2024-04-23 00:00:00+00:00,0,45
784839,336982754,2024-04-23 00:00:00+00:00,0,2
784856,336982754,2024-04-23 00:00:00+00:00,6,5
784904,336982754,2024-04-23 00:00:00+00:00,1,4
836843,336982754,2024-04-24 00:00:00+00:00,0,45
836867,336982754,2024-04-24 00:00:00+00:00,0,24
836948,336982754,2024-04-24 00:00:00+00:00,0,2
836991,336982754,2024-04-24 00:00:00+00:00,0,4
836992,336982754,2024-04-24 00:00:00+00:00,6,5
836993,336982754,2024-04-24 00:00:00+00:00,0,21
939300,336982754,2024-04-25 00:00:00+00:00,0,45
939324,336982754,2024-04-25 00:00:00+00:00,0,24
939405,336982754,2024-04-25 00:00:00+00:00,0,2
939448,336982754,2024-04-25 00:00:00+00:00,0,4
939449,336982754,2024-04-25 00:00:00+00:00,6,5
939450,336982754,2024-04-25 00:00:00+00:00,0,21
1039019,336982754,2024-04-26 00:00:00+00:00,0,45
1039101,336982754,2024-04-26 00:00:00+00:00,0,21
1039236,336982754,2024-04-26 00:00:00+00:00,0,2
1039269,336982754,2024-04-26 00:00:00+00:00,5,5
